,File_path,Emotion
432,./Audios\Dataset\1006_IOM_DIS_XX.wav,disgust
433,./Audios\Dataset\1006_IOM_FEA_XX.wav,fear
434,./Audios\Dataset\1006_IOM_HAP_XX.wav,happy
435,./Audios\Dataset\1006_IOM_NEU_XX.wav,neutral
436,./Audios\Dataset\1006_IOM_SAD_XX.wav,sad
437,./Audios\Dataset\1006_ITH_ANG_XX.wav,angry
438,./Audios\Dataset\1006_ITH_DIS_XX.wav,disgust
439,./Audios\Dataset\1006_ITH_FEA_XX.wav,fear
440,./Audios\Dataset\1006_ITH_HAP_XX.wav,happy
441,./Audios\Dataset\1006_ITH_NEU_XX.wav,neutral
442,./Audios\Dataset\1006_ITH_SAD_XX.wav,sad
443,./Audios\Dataset\1006_ITS_ANG_XX.wav,angry
444,./Audios\Dataset\1006_ITS_DIS_XX.wav,disgust
445,./Audios\Dataset\1006_ITS_FEA_XX.wav,fear
446,./Audios\Dataset\1006_ITS_HAP_XX.wav,happy
447,./Audios\Dataset\1006_ITS_NEU_XX.wav,neutral
448,./Audios\Dataset\1006_ITS_SAD_XX.wav,sad
449,./Audios\Dataset\1006_IWL_ANG_XX.wav,angry
450,./Audios\Dataset\1006_IWL_DIS_XX.wav,disgust
451,./Audios\Dataset\1006_IWL_FEA_XX.wav,fear
452,./Audios\Dataset\1006_IWL_HAP_XX.wav,happy
453,./Audios\Dataset\1006_IWL_NEU_XX.wav,neutral
454,./Audios\Dataset\1006_IWL_SAD_XX.wav,sad
455,./Audios\Dataset\1006_IWW_ANG_XX.wav,angry
456,./Audios\Dataset\1006_IWW_DIS_XX.wav,disgust
457,./Audios\Dataset\1006_IWW_FEA_XX.wav,fear
458,./Audios\Dataset\1006_IWW_HAP_XX.wav,happy
459,./Audios\Dataset\1006_IWW_NEU_XX.wav,neutral
460,./Audios\Dataset\1006_IWW_SAD_XX.wav,sad
461,./Audios\Dataset\1006_MTI_ANG_XX.wav,angry
462,./Audios\Dataset\1006_MTI_DIS_XX.wav,disgust
463,./Audios\Dataset\1006_MTI_FEA_XX.wav,fear
464,./Audios\Dataset\1006_MTI_HAP_XX.wav,happy
465,./Audios\Dataset\1006_MTI_NEU_XX.wav,neutral
466,./Audios\Dataset\1006_MTI_SAD_XX.wav,sad
467,./Audios\Dataset\1006_TAI_ANG_XX.wav,angry
468,./Audios\Dataset\1006_TAI_DIS_XX.wav,disgust
469,./Audios\Dataset\1006_TAI_FEA_XX.wav,fear
470,./Audios\Dataset\1006_TAI_HAP_XX.wav,happy
471,./Audios\Dataset\1006_TAI_NEU_XX.wav,neutral
472,./Audios\Dataset\1006_TAI_SAD_XX.wav,sad
473,./Audios\Dataset\1006_TIE_ANG_XX.wav,angry
474,./Audios\Dataset\1006_TIE_DIS_XX.wav,disgust
475,./Audios\Dataset\1006_TIE_FEA_XX.wav,fear
476,./Audios\Dataset\1006_TIE_HAP_XX.wav,happy
477,./Audios\Dataset\1006_TIE_NEU_XX.wav,neutral
478,./Audios\Dataset\1006_TIE_SAD_XX.wav,sad
479,./Audios\Dataset\1006_TSI_ANG_XX.wav,angry
480,./Audios\Dataset\1006_TSI_DIS_XX.wav,disgust
481,./Audios\Dataset\1006_TSI_FEA_XX.wav,fear
482,./Audios\Dataset\1006_TSI_HAP_XX.wav,happy
483,./Audios\Dataset\1006_TSI_NEU_XX.wav,neutral
484,./Audios\Dataset\1006_TSI_SAD_XX.wav,sad
485,./Audios\Dataset\1006_WSI_ANG_XX.wav,angry
486,./Audios\Dataset\1006_WSI_DIS_XX.wav,disgust
487,./Audios\Dataset\1006_WSI_FEA_XX.wav,fear
488,./Audios\Dataset\1006_WSI_HAP_XX.wav,happy
489,./Audios\Dataset\1006_WSI_NEU_XX.wav,neutral
490,./Audios\Dataset\1006_WSI_SAD_XX.wav,sad
491,./Audios\Dataset\1007_DFA_ANG_XX.wav,angry
492,./Audios\Dataset\1007_DFA_DIS_XX.wav,disgust
493,./Audios\Dataset\1007_DFA_FEA_XX.wav,fear
494,./Audios\Dataset\1007_DFA_HAP_XX.wav,happy
495,./Audios\Dataset\1007_DFA_NEU_XX.wav,neutral
496,./Audios\Dataset\1007_DFA_SAD_XX.wav,sad
497,./Audios\Dataset\1007_IEO_ANG_HI.wav,angry
498,./Audios\Dataset\1007_IEO_ANG_LO.wav,angry
499,./Audios\Dataset\1007_IEO_ANG_MD.wav,angry
500,./Audios\Dataset\1007_IEO_DIS_HI.wav,disgust
501,./Audios\Dataset\1007_IEO_DIS_LO.wav,disgust
502,./Audios\Dataset\1007_IEO_DIS_MD.wav,disgust
503,./Audios\Dataset\1007_IEO_FEA_HI.wav,fear
504,./Audios\Dataset\1007_IEO_FEA_LO.wav,fear
505,./Audios\Dataset\1007_IEO_FEA_MD.wav,fear
506,./Audios\Dataset\1007_IEO_HAP_HI.wav,happy
507,./Audios\Dataset\1007_IEO_HAP_LO.wav,happy
508,./Audios\Dataset\1007_IEO_HAP_MD.wav,happy
509,./Audios\Dataset\1007_IEO_NEU_XX.wav,neutral
510,./Audios\Dataset\1007_IEO_SAD_HI.wav,sad
511,./Audios\Dataset\1007_IEO_SAD_LO.wav,sad
512,./Audios\Dataset\1007_IEO_SAD_MD.wav,sad
513,./Audios\Dataset\1007_IOM_ANG_XX.wav,angry
514,./Audios\Dataset\1007_IOM_DIS_XX.wav,disgust
515,./Audios\Dataset\1007_IOM_FEA_XX.wav,fear
516,./Audios\Dataset\1007_IOM_HAP_XX.wav,happy
517,./Audios\Dataset\1007_IOM_NEU_XX.wav,neutral
518,./Audios\Dataset\1007_IOM_SAD_XX.wav,sad
519,./Audios\Dataset\1007_ITH_ANG_XX.wav,angry
520,./Audios\Dataset\1007_ITH_DIS_XX.wav,disgust
521,./Audios\Dataset\1007_ITH_FEA_XX.wav,fear
522,./Audios\Dataset\1007_ITH_HAP_XX.wav,happy
523,./Audios\Dataset\1007_ITH_NEU_XX.wav,neutral
524,./Audios\Dataset\1007_ITH_SAD_XX.wav,sad
525,./Audios\Dataset\1007_ITS_ANG_XX.wav,angry
526,./Audios\Dataset\1007_ITS_DIS_XX.wav,disgust
527,./Audios\Dataset\1007_ITS_FEA_XX.wav,fear
528,./Audios\Dataset\1007_ITS_HAP_XX.wav,happy
529,./Audios\Dataset\1007_ITS_NEU_XX.wav,neutral
530,./Audios\Dataset\1007_ITS_SAD_XX.wav,sad
531,./Audios\Dataset\1007_IWL_ANG_XX.wav,angry
532,./Audios\Dataset\1007_IWL_DIS_XX.wav,disgust
533,./Audios\Dataset\1007_IWL_FEA_XX.wav,fear
534,./Audios\Dataset\1007_IWL_HAP_XX.wav,happy
535,./Audios\Dataset\1007_IWL_NEU_XX.wav,neutral
536,./Audios\Dataset\1007_IWL_SAD_XX.wav,sad
537,./Audios\Dataset\1007_IWW_ANG_XX.wav,angry
538,./Audios\Dataset\1007_IWW_DIS_XX.wav,disgust
539,./Audios\Dataset\1007_IWW_FEA_XX.wav,fear
540,./Audios\Dataset\1007_IWW_HAP_XX.wav,happy
541,./Audios\Dataset\1007_IWW_NEU_XX.wav,neutral
542,./Audios\Dataset\1007_IWW_SAD_XX.wav,sad
543,./Audios\Dataset\1007_MTI_ANG_XX.wav,angry
544,./Audios\Dataset\1007_MTI_DIS_XX.wav,disgust
545,./Audios\Dataset\1007_MTI_FEA_XX.wav,fear
546,./Audios\Dataset\1007_MTI_HAP_XX.wav,happy
547,./Audios\Dataset\1007_MTI_NEU_XX.wav,neutral
548,./Audios\Dataset\1007_MTI_SAD_XX.wav,sad
549,./Audios\Dataset\1007_TAI_ANG_XX.wav,angry
550,./Audios\Dataset\1007_TAI_DIS_XX.wav,disgust
551,./Audios\Dataset\1007_TAI_FEA_XX.wav,fear
552,./Audios\Dataset\1007_TAI_HAP_XX.wav,happy
553,./Audios\Dataset\1007_TAI_NEU_XX.wav,neutral
554,./Audios\Dataset\1007_TAI_SAD_XX.wav,sad
555,./Audios\Dataset\1007_TIE_ANG_XX.wav,angry
556,./Audios\Dataset\1007_TIE_DIS_XX.wav,disgust
557,./Audios\Dataset\1007_TIE_FEA_XX.wav,fear
558,./Audios\Dataset\1007_TIE_HAP_XX.wav,happy
559,./Audios\Dataset\1007_TIE_NEU_XX.wav,neutral
560,./Audios\Dataset\1007_TIE_SAD_XX.wav,sad
561,./Audios\Dataset\1007_TSI_ANG_XX.wav,angry
562,./Audios\Dataset\1007_TSI_DIS_XX.wav,disgust
563,./Audios\Dataset\1007_TSI_FEA_XX.wav,fear
564,./Audios\Dataset\1007_TSI_HAP_XX.wav,happy
565,./Audios\Dataset\1007_TSI_NEU_XX.wav,neutral
566,./Audios\Dataset\1007_TSI_SAD_XX.wav,sad
567,./Audios\Dataset\1007_WSI_ANG_XX.wav,angry
568,./Audios\Dataset\1007_WSI_DIS_XX.wav,disgust
569,./Audios\Dataset\1007_WSI_FEA_XX.wav,fear
570,./Audios\Dataset\1007_WSI_HAP_XX.wav,happy
571,./Audios\Dataset\1007_WSI_NEU_XX.wav,neutral
572,./Audios\Dataset\1007_WSI_SAD_XX.wav,sad
573,./Audios\Dataset\1008_DFA_ANG_XX.wav,angry
574,./Audios\Dataset\1008_DFA_DIS_XX.wav,disgust
575,./Audios\Dataset\1008_DFA_FEA_XX.wav,fear
576,./Audios\Dataset\1008_DFA_HAP_XX.wav,happy
577,./Audios\Dataset\1008_DFA_NEU_XX.wav,neutral
578,./Audios\Dataset\1008_DFA_SAD_XX.wav,sad
579,./Audios\Dataset\1008_IEO_ANG_HI.wav,angry
580,./Audios\Dataset\1008_IEO_ANG_LO.wav,angry
581,./Audios\Dataset\1008_IEO_ANG_MD.wav,angry
582,./Audios\Dataset\1008_IEO_DIS_HI.wav,disgust
583,./Audios\Dataset\1008_IEO_DIS_LO.wav,disgust
584,./Audios\Dataset\1008_IEO_DIS_MD.wav,disgust
585,./Audios\Dataset\1008_IEO_FEA_HI.wav,fear
586,./Audios\Dataset\1008_IEO_FEA_LO.wav,fear
587,./Audios\Dataset\1008_IEO_FEA_MD.wav,fear
588,./Audios\Dataset\1008_IEO_HAP_HI.wav,happy
589,./Audios\Dataset\1008_IEO_HAP_LO.wav,happy
590,./Audios\Dataset\1008_IEO_HAP_MD.wav,happy
591,./Audios\Dataset\1008_IEO_NEU_XX.wav,neutral
592,./Audios\Dataset\1008_IEO_SAD_HI.wav,sad
593,./Audios\Dataset\1008_IEO_SAD_LO.wav,sad
594,./Audios\Dataset\1008_IEO_SAD_MD.wav,sad
595,./Audios\Dataset\1008_IOM_ANG_XX.wav,angry
596,./Audios\Dataset\1008_IOM_DIS_XX.wav,disgust
597,./Audios\Dataset\1008_IOM_FEA_XX.wav,fear
598,./Audios\Dataset\1008_IOM_HAP_XX.wav,happy
599,./Audios\Dataset\1008_IOM_NEU_XX.wav,neutral
600,./Audios\Dataset\1008_IOM_SAD_XX.wav,sad
601,./Audios\Dataset\1008_ITH_ANG_XX.wav,angry
602,./Audios\Dataset\1008_ITH_DIS_XX.wav,disgust
603,./Audios\Dataset\1008_ITH_FEA_XX.wav,fear
604,./Audios\Dataset\1008_ITH_HAP_XX.wav,happy
605,./Audios\Dataset\1008_ITH_NEU_XX.wav,neutral
606,./Audios\Dataset\1008_ITH_SAD_XX.wav,sad
607,./Audios\Dataset\1008_ITS_ANG_XX.wav,angry
608,./Audios\Dataset\1008_ITS_DIS_XX.wav,disgust
609,./Audios\Dataset\1008_ITS_FEA_XX.wav,fear
610,./Audios\Dataset\1008_ITS_HAP_XX.wav,happy
611,./Audios\Dataset\1008_ITS_NEU_XX.wav,neutral
612,./Audios\Dataset\1008_ITS_SAD_XX.wav,sad
613,./Audios\Dataset\1008_IWL_ANG_XX.wav,angry
614,./Audios\Dataset\1008_IWL_DIS_XX.wav,disgust
615,./Audios\Dataset\1008_IWL_FEA_XX.wav,fear
616,./Audios\Dataset\1008_IWL_HAP_XX.wav,happy
617,./Audios\Dataset\1008_IWL_NEU_XX.wav,neutral
618,./Audios\Dataset\1008_IWL_SAD_XX.wav,sad
619,./Audios\Dataset\1008_IWW_ANG_XX.wav,angry
620,./Audios\Dataset\1008_IWW_DIS_XX.wav,disgust
621,./Audios\Dataset\1008_IWW_FEA_XX.wav,fear
622,./Audios\Dataset\1008_IWW_HAP_XX.wav,happy
623,./Audios\Dataset\1008_IWW_NEU_XX.wav,neutral
624,./Audios\Dataset\1008_IWW_SAD_XX.wav,sad
625,./Audios\Dataset\1008_MTI_ANG_XX.wav,angry
626,./Audios\Dataset\1008_MTI_DIS_XX.wav,disgust
627,./Audios\Dataset\1008_MTI_FEA_XX.wav,fear
628,./Audios\Dataset\1008_MTI_HAP_XX.wav,happy
629,./Audios\Dataset\1008_MTI_NEU_XX.wav,neutral
630,./Audios\Dataset\1008_MTI_SAD_XX.wav,sad
631,./Audios\Dataset\1008_TAI_ANG_XX.wav,angry
632,./Audios\Dataset\1008_TAI_DIS_XX.wav,disgust
633,./Audios\Dataset\1008_TAI_FEA_XX.wav,fear
634,./Audios\Dataset\1008_TAI_HAP_XX.wav,happy
635,./Audios\Dataset\1008_TAI_NEU_XX.wav,neutral
636,./Audios\Dataset\1008_TAI_SAD_XX.wav,sad
637,./Audios\Dataset\1008_TIE_ANG_XX.wav,angry
638,./Audios\Dataset\1008_TIE_DIS_XX.wav,disgust
639,./Audios\Dataset\1008_TIE_FEA_XX.wav,fear
640,./Audios\Dataset\1008_TIE_HAP_XX.wav,happy
641,./Audios\Dataset\1008_TIE_NEU_XX.wav,neutral
642,./Audios\Dataset\1008_TIE_SAD_XX.wav,sad
643,./Audios\Dataset\1008_TSI_ANG_XX.wav,angry
644,./Audios\Dataset\1008_TSI_DIS_XX.wav,disgust
645,./Audios\Dataset\1008_TSI_FEA_XX.wav,fear
646,./Audios\Dataset\1008_TSI_HAP_XX.wav,happy
647,./Audios\Dataset\1008_TSI_NEU_XX.wav,neutral
648,./Audios\Dataset\1008_TSI_SAD_XX.wav,sad
649,./Audios\Dataset\1009_DFA_ANG_XX.wav,angry
650,./Audios\Dataset\1009_DFA_DIS_XX.wav,disgust
651,./Audios\Dataset\1009_DFA_FEA_XX.wav,fear
652,./Audios\Dataset\1009_DFA_HAP_XX.wav,happy
653,./Audios\Dataset\1009_DFA_NEU_XX.wav,neutral
654,./Audios\Dataset\1009_DFA_SAD_XX.wav,sad
655,./Audios\Dataset\1009_IEO_ANG_HI.wav,angry
656,./Audios\Dataset\1009_IEO_ANG_LO.wav,angry
657,./Audios\Dataset\1009_IEO_ANG_MD.wav,angry
658,./Audios\Dataset\1009_IEO_DIS_HI.wav,disgust
659,./Audios\Dataset\1009_IEO_DIS_LO.wav,disgust
660,./Audios\Dataset\1009_IEO_DIS_MD.wav,disgust
661,./Audios\Dataset\1009_IEO_FEA_HI.wav,fear
662,./Audios\Dataset\1009_IEO_FEA_LO.wav,fear
663,./Audios\Dataset\1009_IEO_FEA_MD.wav,fear
664,./Audios\Dataset\1009_IEO_HAP_HI.wav,happy
665,./Audios\Dataset\1009_IEO_HAP_LO.wav,happy
666,./Audios\Dataset\1009_IEO_HAP_MD.wav,happy
667,./Audios\Dataset\1009_IEO_NEU_XX.wav,neutral
668,./Audios\Dataset\1009_IEO_SAD_HI.wav,sad
669,./Audios\Dataset\1009_IEO_SAD_LO.wav,sad
670,./Audios\Dataset\1009_IEO_SAD_MD.wav,sad
671,./Audios\Dataset\1009_IOM_ANG_XX.wav,angry
672,./Audios\Dataset\1009_IOM_DIS_XX.wav,disgust
673,./Audios\Dataset\1009_IOM_FEA_XX.wav,fear
674,./Audios\Dataset\1009_IOM_HAP_XX.wav,happy
675,./Audios\Dataset\1009_IOM_NEU_XX.wav,neutral
676,./Audios\Dataset\1009_IOM_SAD_XX.wav,sad
677,./Audios\Dataset\1009_ITH_ANG_XX.wav,angry
678,./Audios\Dataset\1009_ITH_DIS_XX.wav,disgust
679,./Audios\Dataset\1009_ITH_FEA_XX.wav,fear
680,./Audios\Dataset\1009_ITH_HAP_XX.wav,happy
681,./Audios\Dataset\1009_ITH_NEU_XX.wav,neutral
682,./Audios\Dataset\1009_ITH_SAD_XX.wav,sad
683,./Audios\Dataset\1009_ITS_ANG_XX.wav,angry
684,./Audios\Dataset\1009_ITS_DIS_XX.wav,disgust
685,./Audios\Dataset\1009_ITS_FEA_XX.wav,fear
686,./Audios\Dataset\1009_ITS_HAP_XX.wav,happy
687,./Audios\Dataset\1009_ITS_NEU_XX.wav,neutral
688,./Audios\Dataset\1009_ITS_SAD_XX.wav,sad
689,./Audios\Dataset\1009_IWL_ANG_XX.wav,angry
690,./Audios\Dataset\1009_IWL_DIS_XX.wav,disgust
691,./Audios\Dataset\1009_IWL_FEA_XX.wav,fear
692,./Audios\Dataset\1009_IWL_HAP_XX.wav,happy
693,./Audios\Dataset\1009_IWL_NEU_XX.wav,neutral
694,./Audios\Dataset\1009_IWL_SAD_XX.wav,sad
695,./Audios\Dataset\1009_IWW_ANG_XX.wav,angry
696,./Audios\Dataset\1009_IWW_DIS_XX.wav,disgust
697,./Audios\Dataset\1009_IWW_FEA_XX.wav,fear
698,./Audios\Dataset\1009_IWW_HAP_XX.wav,happy
699,./Audios\Dataset\1009_IWW_NEU_XX.wav,neutral
700,./Audios\Dataset\1009_IWW_SAD_XX.wav,sad
701,./Audios\Dataset\1009_TAI_ANG_XX.wav,angry
702,./Audios\Dataset\1009_TAI_DIS_XX.wav,disgust
703,./Audios\Dataset\1009_TAI_FEA_XX.wav,fear
704,./Audios\Dataset\1009_TAI_HAP_XX.wav,happy
705,./Audios\Dataset\1009_TAI_NEU_XX.wav,neutral
706,./Audios\Dataset\1009_TAI_SAD_XX.wav,sad
707,./Audios\Dataset\1009_TIE_ANG_XX.wav,angry
708,./Audios\Dataset\1009_TIE_DIS_XX.wav,disgust
709,./Audios\Dataset\1009_TIE_FEA_XX.wav,fear
710,./Audios\Dataset\1009_TIE_HAP_XX.wav,happy
711,./Audios\Dataset\1009_TIE_NEU_XX.wav,neutral
712,./Audios\Dataset\1009_TIE_SAD_XX.wav,sad
713,./Audios\Dataset\1009_TSI_ANG_XX.wav,angry
714,./Audios\Dataset\1009_TSI_DIS_XX.wav,disgust
715,./Audios\Dataset\1009_TSI_FEA_XX.wav,fear
716,./Audios\Dataset\1009_TSI_HAP_XX.wav,happy
717,./Audios\Dataset\1009_TSI_NEU_XX.wav,neutral
718,./Audios\Dataset\1009_TSI_SAD_XX.wav,sad
719,./Audios\Dataset\1009_WSI_ANG_XX.wav,angry
720,./Audios\Dataset\1009_WSI_DIS_XX.wav,disgust
721,./Audios\Dataset\1009_WSI_FEA_XX.wav,fear
722,./Audios\Dataset\1009_WSI_HAP_XX.wav,happy
723,./Audios\Dataset\1009_WSI_NEU_XX.wav,neutral
724,./Audios\Dataset\1009_WSI_SAD_XX.wav,sad
725,./Audios\Dataset\1010_DFA_ANG_XX.wav,angry
726,./Audios\Dataset\1010_DFA_DIS_XX.wav,disgust
727,./Audios\Dataset\1010_DFA_FEA_XX.wav,fear
728,./Audios\Dataset\1010_DFA_HAP_XX.wav,happy
729,./Audios\Dataset\1010_DFA_NEU_XX.wav,neutral
730,./Audios\Dataset\1010_DFA_SAD_XX.wav,sad
731,./Audios\Dataset\1010_IEO_ANG_HI.wav,angry
732,./Audios\Dataset\1010_IEO_ANG_LO.wav,angry
733,./Audios\Dataset\1010_IEO_ANG_MD.wav,angry
734,./Audios\Dataset\1010_IEO_DIS_HI.wav,disgust
735,./Audios\Dataset\1010_IEO_DIS_LO.wav,disgust
736,./Audios\Dataset\1010_IEO_DIS_MD.wav,disgust
737,./Audios\Dataset\1010_IEO_FEA_HI.wav,fear
738,./Audios\Dataset\1010_IEO_FEA_LO.wav,fear
739,./Audios\Dataset\1010_IEO_FEA_MD.wav,fear
740,./Audios\Dataset\1010_IEO_HAP_HI.wav,happy
741,./Audios\Dataset\1010_IEO_HAP_LO.wav,happy
742,./Audios\Dataset\1010_IEO_HAP_MD.wav,happy
743,./Audios\Dataset\1010_IEO_NEU_XX.wav,neutral
744,./Audios\Dataset\1010_IEO_SAD_HI.wav,sad
745,./Audios\Dataset\1010_IEO_SAD_LO.wav,sad
746,./Audios\Dataset\1010_IEO_SAD_MD.wav,sad
747,./Audios\Dataset\1010_IOM_ANG_XX.wav,angry
748,./Audios\Dataset\1010_IOM_DIS_XX.wav,disgust
749,./Audios\Dataset\1010_IOM_FEA_XX.wav,fear
750,./Audios\Dataset\1010_IOM_HAP_XX.wav,happy
751,./Audios\Dataset\1010_IOM_NEU_XX.wav,neutral
752,./Audios\Dataset\1010_IOM_SAD_XX.wav,sad
753,./Audios\Dataset\1010_ITH_ANG_XX.wav,angry
754,./Audios\Dataset\1010_ITH_DIS_XX.wav,disgust
755,./Audios\Dataset\1010_ITH_FEA_XX.wav,fear
756,./Audios\Dataset\1010_ITH_HAP_XX.wav,happy
757,./Audios\Dataset\1010_ITH_NEU_XX.wav,neutral
758,./Audios\Dataset\1010_ITH_SAD_XX.wav,sad
759,./Audios\Dataset\1010_ITS_ANG_XX.wav,angry
760,./Audios\Dataset\1010_ITS_DIS_XX.wav,disgust
761,./Audios\Dataset\1010_ITS_FEA_XX.wav,fear
762,./Audios\Dataset\1010_ITS_HAP_XX.wav,happy
763,./Audios\Dataset\1010_ITS_NEU_XX.wav,neutral
764,./Audios\Dataset\1010_ITS_SAD_XX.wav,sad
765,./Audios\Dataset\1010_IWL_ANG_XX.wav,angry
766,./Audios\Dataset\1010_IWL_DIS_XX.wav,disgust
767,./Audios\Dataset\1010_IWL_FEA_XX.wav,fear
768,./Audios\Dataset\1010_IWL_HAP_XX.wav,happy
769,./Audios\Dataset\1010_IWL_NEU_XX.wav,neutral
770,./Audios\Dataset\1010_IWL_SAD_XX.wav,sad
771,./Audios\Dataset\1010_IWW_ANG_XX.wav,angry
772,./Audios\Dataset\1010_IWW_DIS_XX.wav,disgust
773,./Audios\Dataset\1010_IWW_FEA_XX.wav,fear
774,./Audios\Dataset\1010_IWW_HAP_XX.wav,happy
775,./Audios\Dataset\1010_IWW_NEU_XX.wav,neutral
776,./Audios\Dataset\1010_IWW_SAD_XX.wav,sad
777,./Audios\Dataset\1010_MTI_ANG_XX.wav,angry
778,./Audios\Dataset\1010_MTI_DIS_XX.wav,disgust
779,./Audios\Dataset\1010_MTI_FEA_XX.wav,fear
780,./Audios\Dataset\1010_MTI_HAP_XX.wav,happy
781,./Audios\Dataset\1010_MTI_NEU_XX.wav,neutral
782,./Audios\Dataset\1010_MTI_SAD_XX.wav,sad
783,./Audios\Dataset\1010_TAI_ANG_XX.wav,angry
784,./Audios\Dataset\1010_TAI_DIS_XX.wav,disgust
785,./Audios\Dataset\1010_TAI_FEA_XX.wav,fear
786,./Audios\Dataset\1010_TAI_HAP_XX.wav,happy
787,./Audios\Dataset\1010_TAI_NEU_XX.wav,neutral
788,./Audios\Dataset\1010_TAI_SAD_XX.wav,sad
789,./Audios\Dataset\1010_TIE_ANG_XX.wav,angry
790,./Audios\Dataset\1010_TIE_DIS_XX.wav,disgust
791,./Audios\Dataset\1010_TIE_FEA_XX.wav,fear
792,./Audios\Dataset\1010_TIE_HAP_XX.wav,happy
793,./Audios\Dataset\1010_TIE_NEU_XX.wav,neutral
794,./Audios\Dataset\1010_TIE_SAD_XX.wav,sad
795,./Audios\Dataset\1010_TSI_ANG_XX.wav,angry
796,./Audios\Dataset\1010_TSI_DIS_XX.wav,disgust
797,./Audios\Dataset\1010_TSI_FEA_XX.wav,fear
798,./Audios\Dataset\1010_TSI_HAP_XX.wav,happy
799,./Audios\Dataset\1010_TSI_NEU_XX.wav,neutral
800,./Audios\Dataset\1010_TSI_SAD_XX.wav,sad
801,./Audios\Dataset\1010_WSI_ANG_XX.wav,angry
802,./Audios\Dataset\1010_WSI_DIS_XX.wav,disgust
803,./Audios\Dataset\1010_WSI_FEA_XX.wav,fear
804,./Audios\Dataset\1010_WSI_HAP_XX.wav,happy
805,./Audios\Dataset\1010_WSI_NEU_XX.wav,neutral
806,./Audios\Dataset\1010_WSI_SAD_XX.wav,sad
807,./Audios\Dataset\1011_DFA_ANG_XX.wav,angry
808,./Audios\Dataset\1011_DFA_DIS_XX.wav,disgust
809,./Audios\Dataset\1011_DFA_FEA_XX.wav,fear
810,./Audios\Dataset\1011_DFA_HAP_XX.wav,happy
811,./Audios\Dataset\1011_DFA_NEU_XX.wav,neutral
812,./Audios\Dataset\1011_DFA_SAD_XX.wav,sad
813,./Audios\Dataset\1011_IEO_ANG_HI.wav,angry
814,./Audios\Dataset\1011_IEO_ANG_LO.wav,angry
815,./Audios\Dataset\1011_IEO_ANG_MD.wav,angry
816,./Audios\Dataset\1011_IEO_DIS_HI.wav,disgust
817,./Audios\Dataset\1011_IEO_DIS_LO.wav,disgust
818,./Audios\Dataset\1011_IEO_DIS_MD.wav,disgust
819,./Audios\Dataset\1011_IEO_FEA_HI.wav,fear
820,./Audios\Dataset\1011_IEO_FEA_LO.wav,fear
821,./Audios\Dataset\1011_IEO_FEA_MD.wav,fear
822,./Audios\Dataset\1011_IEO_HAP_HI.wav,happy
823,./Audios\Dataset\1011_IEO_HAP_LO.wav,happy
824,./Audios\Dataset\1011_IEO_HAP_MD.wav,happy
825,./Audios\Dataset\1011_IEO_NEU_XX.wav,neutral
826,./Audios\Dataset\1011_IEO_SAD_HI.wav,sad
827,./Audios\Dataset\1011_IEO_SAD_LO.wav,sad
828,./Audios\Dataset\1011_IEO_SAD_MD.wav,sad
829,./Audios\Dataset\1011_IOM_ANG_XX.wav,angry
830,./Audios\Dataset\1011_IOM_DIS_XX.wav,disgust
831,./Audios\Dataset\1011_IOM_FEA_XX.wav,fear
832,./Audios\Dataset\1011_IOM_HAP_XX.wav,happy
833,./Audios\Dataset\1011_IOM_NEU_XX.wav,neutral
834,./Audios\Dataset\1011_IOM_SAD_XX.wav,sad
835,./Audios\Dataset\1011_ITH_ANG_XX.wav,angry
836,./Audios\Dataset\1011_ITH_DIS_XX.wav,disgust
837,./Audios\Dataset\1011_ITH_FEA_XX.wav,fear
838,./Audios\Dataset\1011_ITH_HAP_XX.wav,happy
839,./Audios\Dataset\1011_ITH_NEU_XX.wav,neutral
840,./Audios\Dataset\1011_ITH_SAD_XX.wav,sad
841,./Audios\Dataset\1011_ITS_ANG_XX.wav,angry
842,./Audios\Dataset\1011_ITS_DIS_XX.wav,disgust
843,./Audios\Dataset\1011_ITS_FEA_XX.wav,fear
844,./Audios\Dataset\1011_ITS_HAP_XX.wav,happy
845,./Audios\Dataset\1011_ITS_NEU_XX.wav,neutral
846,./Audios\Dataset\1011_ITS_SAD_XX.wav,sad
847,./Audios\Dataset\1011_IWL_ANG_XX.wav,angry
848,./Audios\Dataset\1011_IWL_DIS_XX.wav,disgust
849,./Audios\Dataset\1011_IWL_FEA_XX.wav,fear
850,./Audios\Dataset\1011_IWL_HAP_XX.wav,happy
851,./Audios\Dataset\1011_IWL_NEU_XX.wav,neutral
852,./Audios\Dataset\1011_IWL_SAD_XX.wav,sad
853,./Audios\Dataset\1011_IWW_ANG_XX.wav,angry
854,./Audios\Dataset\1011_IWW_DIS_XX.wav,disgust
855,./Audios\Dataset\1011_IWW_FEA_XX.wav,fear
856,./Audios\Dataset\1011_IWW_HAP_XX.wav,happy
857,./Audios\Dataset\1011_IWW_NEU_XX.wav,neutral
858,./Audios\Dataset\1011_IWW_SAD_XX.wav,sad
859,./Audios\Dataset\1011_MTI_ANG_XX.wav,angry
860,./Audios\Dataset\1011_MTI_DIS_XX.wav,disgust
861,./Audios\Dataset\1011_MTI_FEA_XX.wav,fear
862,./Audios\Dataset\1011_MTI_HAP_XX.wav,happy
863,./Audios\Dataset\1011_MTI_NEU_XX.wav,neutral
